GID,ENTRY!,DESIGNATION,PARENTS,ENTRYNO,PLOT,SOURCE,MATGP!,REP!,ROW,COLUMN,FLW,MATURITY,PLTHGT,TILLER,14MC,PLOTYIELD,MISSHILL,CPY,GRNYLD(Y/ha),BLAST,BB1,BPH,GLH,HARVESTDATE
2403712,CR1009-SUB1,IR07F291,CR 1009*3/IR 49830-7-1-2-3,F3694,974,F2166,2,2,19,49,102,132,120,15,11.3,7137,,,9737,,,,,2013-04-29
2451064,IR09N505,IR 83306-120-1-1-2,IR 66/IRRI 146,B3584,975,B2922,2,2,19,50,86,116,88,21,10.9,6217,6,6421,8799,,,,,2013-04-12
3246513,IR11F267,IR 89262-SUB 5-2-3-2,MANAW THUKHA/IR 71701-28-1-4//IRRI 149,F3670,976,F2135,2,2,20,50,103,133,107,15,11.4,6368,,,8678,,,,,2013-04-29
3128640,IR10F339,IR 87439-BTN-88-3-2,IR 70215-4-CPA 3-1-3-1/IRRI 146,F3663,977,F2112,2,2,20,49,83,113,93,16,12.6,4940,1,4966,6676,,,,,2013-04-11
2754452,IR10N118,IR 83822-31-3-1-2-2-1,IR 68058-71-2-1/IR 71700-247-1-1-2,B3595,978,B2881,2,2,20,48,93,123,114,15,13.4,7062,,,9406,,,,,2013-04-15
3346739,IR12A106,IR 89186-63-2-3-3-2,IR04A427/IR BB 60-1//IR02W101,A3514,979,A5415,2,2,20,47,85,115,91,15,12.4,6453,2,6522,8787,,,,,2013-04-09
3523687,IR12A331,IR 91054-25-3-2-1,IRRI 154/IRRI 123,A3539,980,A5452,2,2,20,46,88,118,94,16,10.4,6852,,,9443,,,,,2013-04-06
2338000,IR08M102,IR 81014-B-49-3-3-2-2,IR 74796-3B-34-1-1/IR 71684-36-3-3-2,M3680,981,M3091,2,2,20,45,91,121,102,14,11.5,6164,7,6401,8713,,,,,2013-04-12
2220508,IR07A166,IR 81352-16-3-3-3-3,IR 73013-95-1-3-2/IR 72862-27-3-2-3,A3461,982,A3151,2,2,20,44,98,128,103,18,12.4,6523,,,8789,,,,,2013-04-17
3272383,IR12A116,IR 90216-63-1-2-1,IR05A117/IR 65482-4-136-2-2-B//FEDEARROZ 50,A3517,983,A5430,2,2,20,43,90,120,120,17,11.6,6606,2,6677,9078,,,,,2013-04-12
3023024,IR11A325,IR 87533-129-3-3-3,IR04A427/IRRI 143,A3504,984,A2966,2,2,20,42,92,122,102,20,11,7005,,,9589,,,,,2013-04-12
2337754,IR08N134,IR 82489-7-2-2-2,IR 72967-12-2-3/PR 31090-33-2-1,B3564,985,B2973,2,2,20,41,90,120,103,24,12.2,7557,1,7597,10260,,,,,2013-04-12
2972309,IR11A297,IR 87529-120-3-1-2,IR04A427/IR00A109,A3500,986,A3060,2,2,20,40,93,123,103,20,11.8,7551,3,7673,10409,,,,,2013-04-13
2548083,IR09A152,IR 84941-12-1-2,IR 84089-13/IR 72875-94-3-3-2,A3469,987,A2904,2,2,20,39,86,116,95,21,13.7,6740,,,8946,,,,,
1111627,IR03A290,IR 77140-24-2-1-2,IR 68068-99-1-3-3-3/JANAKI//IRRI 105,A3452,988,A3101,2,2,20,38,94,124,97,18,13.7,5787,1,5818,7722,,,,,2013-04-15
3219955,IR11N403,IR 89179-78-1-3-3,IR 72967-12-2-3/IR00A117//IR 65482-4-136-2-2-B,B3625,989,B2834,2,2,20,37,81,111,92,19,10.3,5925,3,6021,8306,,,,,2013-04-06
3522801,IR12N279,IR 91081-67-3-3-2,IR05N170/IRRI 143,B3659,990,A5531,2,2,20,36,96,126,98,17,9.4,6343,,,8839,,,,,2013-04-15
2858710,IR10A227,IR 85819-50-3-2-1-3,IR01A154/IR 72870-19-2-2-3//IRRI 123,A3484,991,A2961,2,2,20,35,91,121,104,23,12.3,6985,4,7136,9626,,,,,2013-04-12
1845549,IR06N146,IR 80402-88-3-1-3,IR01N200/IR 43,B3552,992,B3020,2,2,20,34,94,124,101,17,11.4,6114,3,6213,8466,,,,,2013-04-13
1838086,IR06M147,IR 80482-73-1-3-2,MEM BERANO/PADI ABANG GOGO,M3677,993,M2887,2,2,20,33,90,120,93,17,13.3,5183,3,5267,7023,,,,,2013-04-11
3425552,IR12N247,IR 90218-50-3-2-2-3,IR05N173/IR02W101//COLOMBIA XXI,B3647,994,A5478,2,2,20,32,94,124,109,16,10,5133,4,5244,7259,,,,,2013-04-12
2757262,IR10N122,IR 83838-118-1-3-2-3-1,IR00A117/IR 73707-45-3-2-3,B3596,995,B3074,2,2,20,31,93,123,102,16,11.1,5941,4,6069,8299,,,,,2013-04-12
3522616,IR12N177,IR 91041-24-1-2-3,IRRI 146/PUSA BASMATI,B3639,996,B5338,2,2,20,30,84,114,96,17,10.9,5426,2,5484,7515,,,,,2013-04-06
1401730,IR05N419,IR 79585-61-2-3-3,IR 72887-34-2-1-3/IR 73707-45-3-2-3,B3550,997,B3116,2,2,20,29,95,125,98,19,12.2,6743,,,9106,,,,,2013-04-11
3426298,IR12A239,IR 91106-135-3-1-2,MTU 1010/IR06M139,A3529,998,A5219,2,2,20,28,90,120,111,18,13.6,6116,,,8128,,,,,2013-04-11
3522950,IR12N267,IR 91057-54-2-1-2,IR04A427/IRRI 146,B3654,999,A5519,2,2,20,27,94,124,108,22,13.5,7159,,,9525,,,,,2013-04-12
3426102,IR12N199,IR 91083-30-1-2-1,IR05N170/MTU 1010,B3642,1000,B5360,2,2,20,26,96,126,107,16,11.9,4926,4,5033,6819,,,,,2013-04-17
